Hospital,DOS (No Time),Median Decision to Departure,Total Admitted Pts,2-4 Hours,4-6 Hours,6-8 Hours,8-10 Hours,10-12 Hours,12-24 Hours,24-36 Hours,36-48 Hours,> 48 Hours
K,2/23/2022,216,49,19,8,5,,,7,1,,
K,2/24/2022,197.5,41,11,8,3,3,,4,,,
K,2/25/2022,176,50,17,10,3,1,1,3,,,
K,2/26/2022,463,50,10,1,8,3,4,14,,,
K,2/27/2022,203.5,38,16,7,4,2,,2,1,,
K,2/28/2022,237,49,14,8,3,2,1,8,,1,
K,3/1/2022,223.5,40,14,11,2,,,2,1,,
K,3/2/2022,207,37,12,5,1,5,2,4,,,
K,3/3/2022,184,49,20,8,2,1,2,2,,,
K,3/4/2022,186,43,18,11,,2,1,1,,2,
K,3/5/2022,324,38,8,5,5,,2,7,2,1,
K,3/6/2022,115,39,8,6,1,,,2,2,,
K,3/7/2022,212,51,20,6,4,,,8,1,,
K,3/8/2022,138,55,18,8,1,1,2,2,,,
K,3/9/2022,131.5,49,21,5,,,1,3,,,
K,3/10/2022,103,40,12,2,2,,1,,,,
K,3/11/2022,186,40,23,7,3,,,1,,,
K,3/12/2022,172.5,29,8,3,4,1,1,1,,1,
K,3/13/2022,195,47,19,9,6,,,2,,,
K,3/14/2022,211,45,9,8,7,1,1,5,,,
K,3/15/2022,130.5,41,17,2,2,,,1,,,
K,3/16/2022,176.5,44,19,6,3,,1,,1,,
K,3/17/2022,177,50,18,10,4,,,3,,,
K,3/18/2022,169.5,50,21,8,2,2,2,5,,,
K,3/19/2022,190,45,15,6,4,2,2,5,,,
K,3/20/2022,150.5,38,10,6,3,1,,4,,,
K,3/21/2022,263,59,15,10,1,5,3,12,,,
K,3/22/2022,164,34,15,4,1,3,,2,2,,
K,3/23/2022,195,54,20,10,2,,1,7,,,
K,3/24/2022,191,54,14,5,2,5,2,8,1,,
K,3/25/2022,190,46,14,5,5,2,1,3,,,
K,3/26/2022,221,46,14,6,1,3,2,5,1,1,
K,3/27/2022,169.5,33,9,3,3,3,,3,,,
K,3/28/2022,129.5,42,15,4,,3,1,1,,,
K,3/29/2022,138,38,17,6,,,,2,,,
K,3/30/2022,132.5,46,17,5,2,1,,,,,
K,3/31/2022,173,46,21,6,2,,1,1,,,
K,4/1/2022,185,52,22,7,4,1,1,2,,,
K,4/2/2022,171,52,17,11,4,,,1,1,,
K,4/3/2022,189.5,50,22,8,4,4,,,1,,
K,4/4/2022,204.5,55,15,14,2,2,,3,2,1,
K,4/5/2022,173,31,12,5,3,,,3,,,
K,4/6/2022,165,55,31,6,2,,,2,,,
K,4/7/2022,275,54,19,12,6,2,3,6,,,
K,4/8/2022,200,47,20,12,2,2,1,,1,,
K,4/9/2022,178,35,12,6,2,1,,,,,
K,4/10/2022,133.5,34,13,5,2,,,,,,
K,4/11/2022,242,55,14,6,9,4,3,6,,,
K,4/12/2022,218,41,12,4,2,5,,6,1,,
K,4/13/2022,202,41,13,7,3,4,,2,1,,
K,4/14/2022,162,37,22,7,,1,,1,,,
K,4/15/2022,158.5,42,21,4,1,,,1,,1,
K,4/16/2022,158,45,26,5,4,,,,,,
K,4/17/2022,198,39,13,6,6,1,,2,,,
K,4/18/2022,166,41,20,5,1,,3,1,,,
K,4/19/2022,174,44,23,6,1,,1,2,,,
K,4/20/2022,179,47,17,11,3,,,1,,,
K,4/21/2022,155.5,53,21,7,3,1,1,4,,,
K,4/22/2022,211,45,16,3,5,3,1,3,1,,
K,4/23/2022,182,38,19,5,3,2,,1,,,
K,4/24/2022,222,36,14,7,2,1,2,4,,,
K,4/25/2022,156.5,51,16,9,2,3,2,1,,,
K,4/26/2022,209,44,22,13,2,,,1,,,
